loan_amount,customer_income,age,tenure,previous_loans,repayment_history,target
14,2581,37,7,1,0,0
13,7675,20,4,0,0,0
11,2840,54,4,4,1,0
7,7932,57,6,2,1,1
7,7347,25,6,3,0,1
6,3719,57,9,2,1,1
9,7738,40,5,2,1,1
16,4643,57,8,3,0,0
16,4297,28,5,0,1,1
7,2874,25,2,3,1,1
18,7560,46,6,0,1,1
10,9700,47,9,2,1,1
6,8339,27,3,0,1,1
16,2689,56,1,4,1,0
7,6000,45,1,3,0,1
9,8106,53,3,4,0,1
16,9686,30,5,2,1,1
15,5141,49,3,3,1,0
15,8782,53,9,2,1,1
5,3422,54,8,4,0,1
17,8097,43,3,2,0,0
5,2671,39,9,3,1,1
14,9927,21,6,3,1,0
13,9370,48,7,2,0,0
11,3171,35,4,3,1,0
5,7591,55,4,3,1,1
19,5726,41,2,2,1,1
16,2943,40,5,4,1,0
18,8342,39,8,3,1,0
12,3449,19,7,3,1,0
7,5737,48,7,3,1,1
12,4539,28,6,3,1,0
19,5959,45,3,2,1,1
9,6991,49,5,4,1,1
5,8285,22,1,4,1,1
11,7432,55,7,0,1,1
9,6260,27,9,3,1,1
10,4361,57,1,3,1,0
10,8164,41,2,0,0,0
12,7201,52,3,4,0,0
13,5652,40,3,1,1,1
6,9298,34,8,1,1,1
13,5670,18,7,4,1,0
16,3753,48,6,3,1,0
19,9127,48,4,1,1,1
15,4352,59,9,2,1,1
14,3938,59,1,2,0,0
13,2370,51,2,0,1,0
17,7976,26,4,4,1,0
14,6948,39,3,4,0,0
19,6479,30,1,1,1,1
14,3931,42,5,3,1,0
11,8588,35,7,4,0,0
5,2424,29,2,1,0,1
11,8304,57,5,1,1,1
14,9345,34,6,4,1,0
9,6724,32,7,1,0,1
10,9875,59,1,0,0,0
14,2894,32,7,0,1,0
11,8633,32,4,4,1,0
18,9160,56,8,3,1,0
19,8470,30,4,0,0,0
9,2597,34,6,0,1,1
11,5062,49,9,4,1,0
13,4336,26,5,2,1,1
7,6688,57,4,1,1,1
12,3687,37,8,0,1,0
6,9740,43,9,2,1,1
15,2572,44,4,3,1,0
11,9521,38,3,2,1,1
17,8171,35,8,4,1,0
6,9097,30,5,3,1,1
19,4090,33,2,3,1,0
18,7800,26,9,2,0,0
8,8566,29,3,4,1,1
11,5669,55,2,0,0,0
7,6272,36,1,2,1,1
6,6624,24,8,0,0,1
15,3633,52,3,2,1,0
14,7061,35,7,0,1,1
11,3517,33,1,2,1,0
5,6293,56,1,3,1,1
18,4657,21,9,1,1,1
19,5648,42,8,3,1,0
12,8985,49,3,0,1,1
7,6948,57,6,4,0,1
16,5588,30,3,3,1,0
16,3537,34,4,1,1,0
17,8165,54,1,0,0,0
6,9279,23,5,3,1,1
7,7176,36,1,2,1,1
9,5137,30,1,4,1,1
15,8985,43,7,0,1,1
12,2097,31,6,3,1,0
14,5215,48,2,0,0,0
11,7999,21,2,2,0,0
11,6530,56,7,1,1,1
16,6732,25,1,3,0,0
11,5750,42,2,0,0,0
19,5157,30,8,0,1,1
12,6683,49,6,0,1,1
5,2343,55,2,1,1,1
8,7413,55,7,0,1,1
17,8075,45,4,4,1,0
10,6666,47,2,4,1,0
13,9817,20,6,0,1,1
17,2610,45,9,4,1,0
6,3727,20,9,3,1,1
5,4290,51,8,4,1,1
17,3854,33,3,0,0,0
14,4608,39,3,2,1,1
16,7055,49,2,3,1,0
18,4079,55,5,1,1,1
6,8534,25,4,0,1,1
11,4324,25,7,1,1,1
7,6627,23,4,2,0,1
14,3177,31,9,1,0,0
6,8526,49,2,0,1,1
18,3091,52,6,0,1,0
15,7997,27,7,2,0,0
11,6979,20,4,0,1,1
17,8357,29,6,2,0,0
17,7774,48,7,2,1,1
6,8519,46,4,0,0,1
7,4791,22,8,4,1,1
15,8356,42,9,2,1,1
11,8222,58,1,0,1,1
18,3749,48,7,4,1,0
8,4675,38,9,2,1,1
17,8747,37,5,4,1,0
18,2781,56,2,3,1,0
5,9548,39,6,3,1,1
17,5048,21,7,4,1,0
18,8823,30,2,2,1,1
9,4105,59,2,0,1,1
16,5867,37,1,1,0,0
13,9193,30,4,0,1,1
12,6976,34,7,1,0,0
16,6542,53,9,1,0,0
19,4113,50,3,2,0,0
